HGNC ID	Approved symbol	Approved name	Locus type	NCBI Gene ID(supplied by NCBI)
HGNC:44534	PRADC1P1	protease associated domain containing 1 pseudogene 1	pseudogene	645571
HGNC:28911	PRAF2	PRA1 domain family member 2	gene with protein product	11230
HGNC:25438	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	gene with protein product	157285
HGNC:52646	PRAL	p53 regulation associated lncRNA	RNA, long non-coding	109245082
HGNC:30091	PRAM1	PML-RARA regulated adaptor molecule 1	gene with protein product	84106
HGNC:9336	PRAME	preferentially expressed antigen in melanoma	gene with protein product	23532
HGNC:28840	PRAMEF1	PRAME family member 1	gene with protein product	65121
HGNC:28841	PRAMEF2	PRAME family member 2	gene with protein product	65122
HGNC:31971	PRAMEF4	PRAME family member 4	gene with protein product	400735
HGNC:27995	PRAMEF5	PRAME family member 5	gene with protein product	343068
HGNC:30583	PRAMEF6	PRAME family member 6	gene with protein product	440561
HGNC:28415	PRAMEF7	PRAME family member 7	gene with protein product	441871
HGNC:24074	PRAMEF8	PRAME family member 8	gene with protein product	391002
HGNC:27996	PRAMEF9	PRAME family member 9	gene with protein product	343070
HGNC:27997	PRAMEF10	PRAME family member 10	gene with protein product	343071
HGNC:14086	PRAMEF11	PRAME family member 11	gene with protein product	440560
HGNC:22125	PRAMEF12	PRAME family member 12	gene with protein product	390999
HGNC:13262	PRAMEF13	PRAME family member 13	gene with protein product	400736
HGNC:13576	PRAMEF14	PRAME family member 14	gene with protein product	729528
HGNC:26764	PRAMEF15	PRAME family member 15	gene with protein product	653619
HGNC:29485	PRAMEF17	PRAME family member 17	gene with protein product	391004
HGNC:30693	PRAMEF18	PRAME family member 18	gene with protein product	391003
HGNC:24908	PRAMEF19	PRAME family member 19	gene with protein product	645414
HGNC:25224	PRAMEF20	PRAME family member 20	gene with protein product	645425
HGNC:34393	PRAMEF22	PRAME family member 22	unknown	653606
HGNC:49179	PRAMEF25	PRAME family member 25	gene with protein product	441873
HGNC:49178	PRAMEF26	PRAME family member 26	gene with protein product	645359
HGNC:51234	PRAMEF27	PRAME family member 27	gene with protein product	101929983
HGNC:51890	PRAMEF28P	PRAME family member 28, pseudogene	pseudogene	102724742
HGNC:51891	PRAMEF29P	PRAME family member 29, pseudogene	pseudogene	729356
HGNC:51892	PRAMEF30P	PRAME family member 30, pseudogene	pseudogene	441870
HGNC:51893	PRAMEF31P	PRAME family member 31, pseudogene	pseudogene	100129611
HGNC:51894	PRAMEF32P	PRAME family member 32, pseudogene	pseudogene	650236
HGNC:49193	PRAMEF33	PRAME family member 33	gene with protein product	645382
HGNC:51895	PRAMEF34P	PRAME family member 34, pseudogene	pseudogene	649324
HGNC:51896	PRAMEF35P	PRAME family member 35, pseudogene	pseudogene	100419649
HGNC:51897	PRAMEF36P	PRAME family member 36, pseudogene	pseudogene	645354
HGNC:34302	PRAMENP	PRAME N-terminal like, pseudogene	pseudogene	649179
HGNC:51126	PRANCR	progenitor renewal associated non-coding RNA	RNA, long non-coding	101928062
HGNC:23304	PRAP1	proline rich acidic protein 1	gene with protein product	118471
HGNC:9337	PRB1	proline rich protein BstNI subfamily 1 (gene/pseudogene)	gene with protein product	5542
HGNC:9338	PRB2	proline rich protein BstNI subfamily 2	gene with protein product	653247
HGNC:9339	PRB3	proline rich protein BstNI subfamily 3	gene with protein product	5544
HGNC:9340	PRB4	proline rich protein BstNI subfamily 4	gene with protein product	5545
HGNC:9341	PRC1	protein regulator of cytokinesis 1	gene with protein product	9055
HGNC:48587	PRC1-AS1	PRC1 antisense RNA 1	RNA, long non-coding	100507118
HGNC:9343	PRCC	proline rich mitotic checkpoint control factor	gene with protein product	5546
HGNC:32528	PRCD	photoreceptor disc component	gene with protein product	768206
HGNC:9344	PRCP	prolylcarboxypeptidase	gene with protein product	5547
HGNC:54653	PRCPP1	PRCP pseudogene 1	pseudogene	100421289
HGNC:9346	PRDM1	PR/SET domain 1	gene with protein product	639
HGNC:9347	PRDM2	PR/SET domain 2	gene with protein product	7799
HGNC:9348	PRDM4	PR/SET domain 4	gene with protein product	11108
HGNC:9349	PRDM5	PR/SET domain 5	gene with protein product	11107
HGNC:9350	PRDM6	PR/SET domain 6	gene with protein product	93166
HGNC:9351	PRDM7	PR/SET domain 7	gene with protein product	11105
HGNC:13993	PRDM8	PR/SET domain 8	gene with protein product	56978
HGNC:13994	PRDM9	PR/SET domain 9	gene with protein product	56979
HGNC:13995	PRDM10	PR/SET domain 10	gene with protein product	56980
HGNC:13996	PRDM11	PR/SET domain 11	gene with protein product	56981
HGNC:13997	PRDM12	PR/SET domain 12	gene with protein product	59335
HGNC:13998	PRDM13	PR/SET domain 13	gene with protein product	59336
HGNC:14001	PRDM14	PR/SET domain 14	gene with protein product	63978
HGNC:13999	PRDM15	PR/SET domain 15	gene with protein product	63977
HGNC:14000	PRDM16	PR/SET domain 16	gene with protein product	63976
HGNC:48664	PRDM16-DT	PRDM16 divergent transcript	RNA, long non-coding	440556
HGNC:9352	PRDX1	peroxiredoxin 1	gene with protein product	5052
HGNC:11711	PRDX1P1	peroxiredoxin 1 pseudogene 1	pseudogene	7002
HGNC:9353	PRDX2	peroxiredoxin 2	gene with protein product	7001
HGNC:30020	PRDX2P1	peroxiredoxin 2 pseudogene 1	pseudogene	359844
HGNC:44967	PRDX2P2	peroxiredoxin 2 pseudogene 2	pseudogene	646218
HGNC:44968	PRDX2P3	peroxiredoxin 2 pseudogene 3	pseudogene	100418943
HGNC:44969	PRDX2P4	peroxiredoxin 2 pseudogene 4	pseudogene	442239
HGNC:9354	PRDX3	peroxiredoxin 3	gene with protein product	10935
HGNC:39264	PRDX3P1	peroxiredoxin 3 pseudogene 1	pseudogene	100419031
HGNC:39265	PRDX3P2	peroxiredoxin 3 pseudogene 2	pseudogene	100128092
HGNC:39266	PRDX3P3	peroxiredoxin 3 pseudogene 3	pseudogene	100128902
HGNC:44643	PRDX3P4	peroxiredoxin 3 pseudogene 4	pseudogene	100418955
HGNC:17169	PRDX4	peroxiredoxin 4	gene with protein product	10549
HGNC:43598	PRDX4P1	peroxiredoxin 4 pseudogene 1	pseudogene	100418949
HGNC:43599	PRDX4P2	peroxiredoxin 4 pseudogene 2	pseudogene	100418942
HGNC:9355	PRDX5	peroxiredoxin 5	gene with protein product	25824
HGNC:16753	PRDX6	peroxiredoxin 6	gene with protein product	9588
HGNC:9356	PREB	prolactin regulatory element binding	gene with protein product	10113
HGNC:27492	PRECSIT	p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript	RNA, long non-coding	283487
HGNC:30255	PRELID1	PRELI domain containing 1	gene with protein product	27166
HGNC:43886	PRELID1P1	PRELI domain containing 1 pseudogene 1	pseudogene	728666
HGNC:43887	PRELID1P2	PRELI domain containing 1 pseudogene 2	pseudogene	100419971
HGNC:43888	PRELID1P3	PRELI domain containing 1 pseudogene 3	pseudogene	100420046
HGNC:43889	PRELID1P4	PRELI domain containing 1 pseudogene 4	pseudogene	390572
HGNC:28306	PRELID2	PRELI domain containing 2	gene with protein product	153768
HGNC:43892	PRELID2P1	PRELI domain containing 2 pseudogene 1	pseudogene	102606462
HGNC:24639	PRELID3A	PRELI domain containing 3A	gene with protein product	10650
HGNC:15892	PRELID3B	PRELI domain containing 3B	gene with protein product	51012
HGNC:49063	PRELID3BP1	PRELI domain containing 3B pseudogene 1	pseudogene	100129664
HGNC:49064	PRELID3BP2	PRELI domain containing 3B pseudogene 2	pseudogene	106481667
HGNC:49065	PRELID3BP3	PRELI domain containing 3B pseudogene 3	pseudogene	100128712
HGNC:49066	PRELID3BP4	PRELI domain containing 3B pseudogene 4	pseudogene	100420275
HGNC:49067	PRELID3BP5	PRELI domain containing 3B pseudogene 5	pseudogene	106480242
HGNC:49068	PRELID3BP6	PRELI domain containing 3B pseudogene 6	pseudogene	100132940
HGNC:49069	PRELID3BP7	PRELI domain containing 3B pseudogene 7	pseudogene	730974
HGNC:49070	PRELID3BP8	PRELI domain containing 3B pseudogene 8	pseudogene	106480243
HGNC:49071	PRELID3BP9	PRELI domain containing 3B pseudogene 9	pseudogene	100420277
HGNC:49072	PRELID3BP10	PRELI domain containing 3B pseudogene 10	pseudogene	646873
HGNC:49073	PRELID3BP11	PRELI domain containing 3B pseudogene 11	pseudogene	102723314
HGNC:9357	PRELP	proline and arginine rich end leucine rich repeat protein	gene with protein product	5549
HGNC:9358	PREP	prolyl endopeptidase	gene with protein product	5550
HGNC:30228	PREPL	prolyl endopeptidase like	gene with protein product	9581
HGNC:32594	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	gene with protein product	57580
HGNC:22950	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	gene with protein product	80243
HGNC:9360	PRF1	perforin 1	gene with protein product	5551
HGNC:9362	PRG2	proteoglycan 2, pro eosinophil major basic protein	gene with protein product	5553
HGNC:9363	PRG3	proteoglycan 3, pro eosinophil major basic protein 2	gene with protein product	10394
HGNC:9364	PRG4	proteoglycan 4	gene with protein product	10216
HGNC:9366	PRH1	proline rich protein HaeIII subfamily 1	gene with protein product	5554
HGNC:9367	PRH2	proline rich protein HaeIII subfamily 2	gene with protein product	5555
HGNC:17019	PRICKLE1	prickle planar cell polarity protein 1	gene with protein product	144165
HGNC:20340	PRICKLE2	prickle planar cell polarity protein 2	gene with protein product	166336
HGNC:40916	PRICKLE2-AS1	PRICKLE2 antisense RNA 1	RNA, long non-coding	100652759
HGNC:40917	PRICKLE2-AS2	PRICKLE2 antisense RNA 2	RNA, long non-coding	100874242
HGNC:40918	PRICKLE2-AS3	PRICKLE2 antisense RNA 3	RNA, long non-coding	100874243
HGNC:52829	PRICKLE2-DT	PRICKLE2 divergent transcript	RNA, long non-coding	101929316
HGNC:6645	PRICKLE3	prickle planar cell polarity protein 3	gene with protein product	4007
HGNC:16805	PRICKLE4	prickle planar cell polarity protein 4	gene with protein product	29964
HGNC:9369	PRIM1	DNA primase subunit 1	gene with protein product	5557
HGNC:9370	PRIM2	DNA primase subunit 2	gene with protein product	5558
HGNC:18319	PRIMA1	proline rich membrane anchor 1	gene with protein product	145270
HGNC:26575	PRIMPOL	primase and DNA directed polymerase	gene with protein product	201973
HGNC:34235	PRINS	psoriasis associated non-protein coding RNA induced by stress	RNA, long non-coding	100169750
HGNC:9376	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	gene with protein product	5562
HGNC:9377	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	gene with protein product	5563
HGNC:9378	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	gene with protein product	5564
HGNC:9379	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	gene with protein product	5565
HGNC:9380	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	gene with protein product	5566
HGNC:9381	PRKACB	protein kinase cAMP-activated catalytic subunit beta	gene with protein product	5567
HGNC:9382	PRKACG	protein kinase cAMP-activated catalytic subunit gamma	gene with protein product	5568
HGNC:9385	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	gene with protein product	5571
HGNC:9386	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	gene with protein product	51422
HGNC:40468	PRKAG2-AS1	PRKAG2 antisense RNA 1	RNA, long non-coding	100505483
HGNC:9387	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	gene with protein product	53632
HGNC:9388	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	gene with protein product	5573
HGNC:9389	PRKAR1AP1	protein kinase cAMP-dependent type I regulatory subunit alpha pseudogene 1	pseudogene	5574
HGNC:9390	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	gene with protein product	5575
HGNC:40470	PRKAR1B-AS1	PRKAR1B antisense RNA 1	RNA, long non-coding	101926963
HGNC:40469	PRKAR1B-AS2	PRKAR1B antisense RNA 2	RNA, long non-coding	101927000
HGNC:9391	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	gene with protein product	5576
HGNC:40471	PRKAR2A-AS1	PRKAR2A antisense RNA 1	RNA, long non-coding	100506637
HGNC:9392	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	gene with protein product	5577
HGNC:40472	PRKAR2B-AS1	PRKAR2B antisense RNA 1	RNA, long non-coding	105375441
HGNC:9393	PRKCA	protein kinase C alpha	gene with protein product	5578
HGNC:51347	PRKCA-AS1	PRKCA antisense RNA 1	RNA, long non-coding	101928001
HGNC:9395	PRKCB	protein kinase C beta	gene with protein product	5579
HGNC:9399	PRKCD	protein kinase C delta	gene with protein product	5580
HGNC:9401	PRKCE	protein kinase C epsilon	gene with protein product	5581
HGNC:40474	PRKCE-AS1	PRKCE antisense RNA 1	RNA, long non-coding	105374580
HGNC:9402	PRKCG	protein kinase C gamma	gene with protein product	5582
HGNC:9403	PRKCH	protein kinase C eta	gene with protein product	5583
HGNC:9404	PRKCI	protein kinase C iota	gene with protein product	5584
HGNC:9410	PRKCQ	protein kinase C theta	gene with protein product	5588
HGNC:44689	PRKCQ-AS1	PRKCQ antisense RNA 1	RNA, long non-coding	439949
HGNC:9411	PRKCSH	protein kinase C substrate 80K-H	gene with protein product	5589
HGNC:9412	PRKCZ	protein kinase C zeta	gene with protein product	5590
HGNC:40477	PRKCZ-AS1	PRKCZ antisense RNA 1	RNA, long non-coding	100506504
HGNC:9407	PRKD1	protein kinase D1	gene with protein product	5587
HGNC:17293	PRKD2	protein kinase D2	gene with protein product	25865
HGNC:9408	PRKD3	protein kinase D3	gene with protein product	23683
HGNC:9413	PRKDC	protein kinase, DNA-activated, catalytic subunit	gene with protein product	5591
HGNC:9414	PRKG1	protein kinase cGMP-dependent 1	gene with protein product	5592
HGNC:45029	PRKG1-AS1	PRKG1 antisense RNA 1	RNA, long non-coding	100506939
HGNC:9416	PRKG2	protein kinase cGMP-dependent 2	gene with protein product	5593
HGNC:8607	PRKN	parkin RBR E3 ubiquitin protein ligase	gene with protein product	5071
HGNC:9438	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	gene with protein product	8575
HGNC:33447	PRKRAP1	protein activator of interferon induced protein kinase EIF2AK2 pseudogene 1	pseudogene	731716
HGNC:21894	PRKRIP1	PRKR interacting protein 1	gene with protein product	79706
HGNC:9441	PRKX	protein kinase X-linked	gene with protein product	5613
HGNC:40479	PRKX-AS1	PRKX antisense RNA 1	RNA, long non-coding	100873944
HGNC:9442	PRKXP1	PRKX pseudogene 1	pseudogene	441733
HGNC:9443	PRKXP2	PRKX pseudogene 2	pseudogene	5615
HGNC:9444	PRKY	protein kinase Y-linked (pseudogene)	pseudogene	5616
HGNC:9445	PRL	prolactin	gene with protein product	5617
HGNC:17945	PRLH	prolactin releasing hormone	gene with protein product	51052
HGNC:4464	PRLHR	prolactin releasing hormone receptor	gene with protein product	2834
HGNC:9446	PRLR	prolactin receptor	gene with protein product	5618
HGNC:9447	PRM1	protamine 1	gene with protein product	5619
HGNC:9448	PRM2	protamine 2	gene with protein product	5620
HGNC:13732	PRM3	protamine 3	gene with protein product	58531
HGNC:5187	PRMT1	protein arginine methyltransferase 1	gene with protein product	3276
HGNC:49611	PRMT1P1	protein arginine methyltransferase 1 pseudogene 1	pseudogene	100420910
HGNC:5186	PRMT2	protein arginine methyltransferase 2	gene with protein product	3275
HGNC:30163	PRMT3	protein arginine methyltransferase 3	gene with protein product	10196
HGNC:10894	PRMT5	protein arginine methyltransferase 5	gene with protein product	10419
HGNC:40533	PRMT5-AS1	PRMT5 antisense RNA 1	RNA, long non-coding	100505758
HGNC:32524	PRMT5P1	protein arginine methyltransferase 5 pseudogene 1	pseudogene	100420927
HGNC:18241	PRMT6	protein arginine methyltransferase 6	gene with protein product	55170
HGNC:25557	PRMT7	protein arginine methyltransferase 7	gene with protein product	54496
HGNC:5188	PRMT8	protein arginine methyltransferase 8	gene with protein product	56341
HGNC:25099	PRMT9	protein arginine methyltransferase 9	gene with protein product	90826
HGNC:48942	PRNCR1	prostate cancer associated non-coding RNA 1	RNA, long non-coding	101867536
HGNC:15748	PRND	prion like protein doppel	gene with protein product	23627
HGNC:9449	PRNP	prion protein	gene with protein product	5621
HGNC:18046	PRNT	prion locus lncRNA, testis expressed	RNA, long non-coding	149830
HGNC:41906	PROB1	proline rich basic protein 1	gene with protein product	389333
HGNC:9451	PROC	protein C, inactivator of coagulation factors Va and VIIIa	gene with protein product	5624
HGNC:28600	PROCA1	protein interacting with cyclin A1	gene with protein product	147011
HGNC:9452	PROCR	protein C receptor	gene with protein product	10544
HGNC:9453	PRODH	proline dehydrogenase 1	gene with protein product	5625
HGNC:17325	PRODH2	proline dehydrogenase 2	gene with protein product	58510
HGNC:18454	PROK1	prokineticin 1	gene with protein product	84432
HGNC:18455	PROK2	prokineticin 2	gene with protein product	60675
HGNC:4524	PROKR1	prokineticin receptor 1	gene with protein product	10887
HGNC:15836	PROKR2	prokineticin receptor 2	gene with protein product	128674
HGNC:9454	PROM1	prominin 1	gene with protein product	8842
HGNC:20685	PROM2	prominin 2	gene with protein product	150696
HGNC:9455	PROP1	PROP paired-like homeobox 1	gene with protein product	5626
HGNC:19958	PRORP	protein only RNase P catalytic subunit	gene with protein product	9692
HGNC:34379	PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene	pseudogene	344405
HGNC:38732	PRORY	proline rich Y-linked	gene with protein product	100533178
HGNC:9456	PROS1	protein S	gene with protein product	5627
HGNC:9458	PROS2P	protein S (beta) pseudogene	pseudogene	5628
HGNC:20291	PROSER1	proline and serine rich 1	gene with protein product	80209
HGNC:23728	PROSER2	proline and serine rich 2	gene with protein product	254427
HGNC:27343	PROSER2-AS1	PROSER2 antisense RNA 1	RNA, long non-coding	219731
HGNC:25204	PROSER3	proline and serine rich 3	gene with protein product	148137
HGNC:9459	PROX1	prospero homeobox 1	gene with protein product	5629
HGNC:43656	PROX1-AS1	PROX1 antisense RNA 1	RNA, long non-coding	100505832
HGNC:26715	PROX2	prospero homeobox 2	gene with protein product	283571
HGNC:9460	PROZ	protein Z, vitamin K dependent plasma glycoprotein	gene with protein product	8858
HGNC:17348	PRPF3	pre-mRNA processing factor 3	gene with protein product	9129
HGNC:17349	PRPF4	pre-mRNA processing factor 4	gene with protein product	9128
HGNC:17346	PRPF4B	pre-mRNA processing factor 4B	gene with protein product	8899
HGNC:15860	PRPF6	pre-mRNA processing factor 6	gene with protein product	24148
HGNC:17340	PRPF8	pre-mRNA processing factor 8	gene with protein product	10594
HGNC:17351	PRPF18	pre-mRNA processing factor 18	gene with protein product	8559
HGNC:17896	PRPF19	pre-mRNA processing factor 19	gene with protein product	27339
HGNC:23182	PRPF19P1	PRPF19 pseudogene 1	pseudogene	100422496
HGNC:15446	PRPF31	pre-mRNA processing factor 31	gene with protein product	26121
HGNC:25930	PRPF38A	pre-mRNA processing factor 38A	gene with protein product	84950
HGNC:44692	PRPF38AP1	PRP38 domain containing A pseudogene 1	pseudogene	389935
HGNC:44693	PRPF38AP2	PRP38 domain containing A pseudogene 2	pseudogene	100131947
HGNC:25512	PRPF38B	pre-mRNA processing factor 38B	gene with protein product	55119
